"id","text","category","length","word_count"
"1983","I enjoy finding patterns and connections in information with friends","general","68","10"
"1984","I bring a unique perspective to problems","general","40","7"
"1985","My attention to detail is often an asset in school","positive","50","10"
"1986","Having a structured schedule helps me function better","routine","53","8"
"1987","I notice details that others might miss in meetings","general","51","9"
"1988","Small talk can be challenging for me","social","36","7"
"1989","Having a structured schedule helps me function better with friends","routine","66","10"
"1990","The texture of certain fabrics really bothers me, especially wool and rough materials during events","sensory","99","15"
"1991","I find comfort in familiar places and activities","general","48","8"
"1992","I have a few topics that I find endlessly interesting","interests","53","10"
"1993","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1994","The texture of certain fabrics really bothers me, especially wool and rough materials","sensory","85","13"
"1995","Social situations require a lot of mental energy","social","48","8"
"1996","Group conversations are harder to follow than one-on-one","social","56","8"
"1997","Large social gatherings can feel overwhelming","social","45","6"
"1998","Small talk can be challenging for me in meetings","social","48","9"
"1999","I appreciate when people are direct and clear in communication","social","62","10"
"2000","I benefit from having quiet spaces to calm down during events","emotional","61","11"
